name	RS	TAX	
Gordonia phage Marietta	NC_055763	2301558	
Gordonia phage NadineRae	NC_055821	2652882	
Gordonia phage Sukkupi	NC_055820	2653747	
Corynebacterium phage C3PO	NC_042085	2047868	
Corynebacterium phage Darwin	NC_042086	2047869	
Corynebacterium phage Kimchi1738	NC_055772	2483719	
Corynebacterium phage Stickynote	NC_055807	2588503	
Corynebacterium phage Zion	NC_042087	2047871	
Corynebacterium phage P1201	NC_009816	384848	
Roseobacter phage SIO1	NC_002519	2905867	
Celeribacter phage P12053L	NC_018280	1197951	
Lentibacter phage vB_LenP_ICBM1	NC_048672	2847822	
Lentibacter phage vB_LenP_ICBM2	NC_048671	2847823	
Citrobacter phage CVT22	NC_027988	1622234	
Vibrio phage ICP2	NC_015158	979533	
Pseudoalteromonas phage HP1	NC_048630	1357706	
Pseudoalteromonas phage RIO-1	NC_021300	1316739	
Pseudomonas phage PA11	NC_007808	347327	
Salinivibrio phage CW02	NC_019540	1161935	
Vibrio phage VpV262	NC_003907	2907796	
Bacillus phage PBC2	NC_071040	1675029	
Bacillus phage Kirov	NC_071041	2783539	
Enterococcus phage 9183	NC_055907	2763102	
Enterococcus phage nattely	NC_055833	2719593	
Enterococcus phage vipetofem	NC_055834	2719594	
Streptomyces phage phiELB20	NC_041849	1211278	
Streptomyces phage R4	NC_019414	10732	
Streptomyces phage Paedore	NC_054671	2108134	
Streptomyces phage Alvy	NC_054669	2599888	
Streptomyces phage Caelum	NC_054666	2530160	
Streptomyces phage Daudau	NC_054668	2041206	
Streptomyces phage Issmi	NC_054667	2725628	
Streptomyces phage Thestral	NC_054670	2301715	
Streptomyces phage phiCAM	NC_041856	1239386	
Streptomyces phage Alsaber	NC_054677	2053672	
Streptomyces phage Amela	NC_028904	1673877	
Streptomyces phage Endor1	NC_054672	2740181	
Streptomyces phage Endor2	NC_054673	2740182	
Streptomyces phage Joe	NC_054674	1913034	
Streptomyces phage Saftant	NC_054675	2601693	
Streptomyces phage Sitrop	NC_054676	2767587	
Streptomyces phage Celia	NC_054655	2590946	
Streptomyces phage phiHau3	NC_018836	1204524	
Streptomyces phage Hank144	NC_054661	2301573	
Streptomyces phage Janus	NC_054660	2510525	
Streptomyces phage Pablito	NC_070968	2894593	
Streptomyces phage Aaronocolus	NC_042051	1690426	
Streptomyces phage Caliburn	NC_028892	1690425	
Streptomyces phage Danzina	NC_041860	1690427	
Streptomyces phage Goby	NC_054680	2182319	
Streptomyces phage Hydra	NC_042052	1690428	
Streptomyces phage Izzy	NC_028976	1674926	
Streptomyces phage Lannister	NC_028827	1674927	
Streptomyces phage Lika	NC_021298	1327758	
Streptomyces phage Lorelei	NC_054681	1873996	
Streptomyces phage Nanodon	NC_031078	1873777	
Streptomyces phage Sujidade	NC_021304	1327759	
Streptomyces phage Werner	NC_054679	2801898	
Streptomyces phage Yasdnil	NC_054678	2593360	
Streptomyces phage Zemlya	NC_021339	1327760	
Streptomyces phage Amethyst	NC_054664	2041205	
Streptomyces phage Diane	NC_054663	2041207	
Streptomyces phage Omar	NC_054662	2059882	
Streptomyces phage Tefunt	NC_054665	2041209	
Streptomyces phage Salutena	NC_054657	2767576	
Streptomyces phage Sentinel	NC_054658	2767584	
Streptomyces phage Spernnie	NC_054659	2767588	
Streptomyces phage Yosif	NC_054656	2201421	
Staphylococcus phage phiETA2	NC_008798	2993858	
Staphylococcus phage HSA84	NC_054974	2059858	
Staphylococcus phage vB_SauS-phiIPLA88	NC_011614	2681608	
Staphylococcus phage phiMR25	NC_010808	2993859	
Staphylococcus phage phinm1	NC_008583	2911442	
Staphylococcus phage phinm2	NC_028913	2911443	
Staphylococcus phage SA75	NC_054975	2681195	
Staphylococcus phage SA97	NC_029010	1498171	
Staphylococcus phage SAP-26	NC_014460	2919550	
Staphylococcus phage SAP33	NC_054976	2588090	
Staphylococcus phage SP5	NC_054977	1211285	
Staphylococcus phage TEM126	NC_054978	947066	
Staphylococcus phage Baq_Sau1	NC_054973	2848097	
Staphylococcus phage phi 11	NC_004615	2681609	
Staphylococcus phage 53	NC_007049	2908098	
Staphylococcus phage 69	NC_007048	2908097	
Staphylococcus phage 80alpha	NC_009526	2911440	
Staphylococcus phage 85	NC_007050	2908111	
Staphylococcus phage B122	NC_054979	2848096	
Staphylococcus phage B166	NC_028859	1636204	
Staphylococcus phage B236	NC_028915	1636205	
Staphylococcus phage phiETA3	NC_008799	2994038	
Staphylococcus phage phiETA	NC_003288	2993860	
Staphylococcus phage EW	NC_007056	2936814	
Staphylococcus phage Henu2	NC_054980	2492948	
Staphylococcus phage phiJB	NC_028669	1698421	
Staphylococcus phage phiMR11	NC_010147	2994039	
Staphylococcus phage phinm4	NC_028864	2911444	
Staphylococcus phage ROSA	NC_007058	320843	
Staphylococcus phage SA13	NC_021863	1195086	
Staphylococcus phage vB_SauS-SAP27	NC_054981	2696345	
Staphylococcus phage StauST398-1	NC_021326	1195068	
Staphylococcus phage StauST398-3	NC_021332	1195071	
Staphylococcus phage StauST398-5	NC_023500	1308897	
Staphylococcus phage UPMK_2	NC_054983	2029631	
Staphylococcus phage X2	NC_007065	2908152	
Staphylococcus phage 187	NC_007047	2908096	
Staphylococcus phage 29	NC_007061	2936818	
Staphylococcus phage 37	NC_007055	2936813	
Staphylococcus phage 3MRA	NC_028917	1505026	
Staphylococcus phage 52A	NC_007062	2908114	
Staphylococcus phage 55	NC_007060	2936817	
Staphylococcus phage 71	NC_007059	2936816	
Staphylococcus phage 80	NC_030652	2913981	
Staphylococcus phage 88	NC_007063	2908115	
Staphylococcus phage 92	NC_007064	2908151	
Staphylococcus phage 96	NC_007057	2936815	
Staphylococcus phage Sebago	NC_054982	2557555	
Mycobacterium phage Acadian	NC_023701	2902794	
Mycobacterium phage Baee	NC_028742	1647306	
Mycobacterium phage Phelemich	NC_022063	1383055	
Mycobacterium phage Reprobate	NC_022064	1340828	
Mycobacterium phage Serendipitous	NC_051587	2301619	
Mycobacterium phage BirdsNest	NC_051581	2686231	
Mycobacterium phage JAMaL	NC_023554	1429905	
Mycobacterium phage Adawi	NC_022328	1354507	
Mycobacterium phage Bane1	NC_022331	1354508	
Mycobacterium phage BrownCNA	NC_028968	1698252	
Mycobacterium phage ChrisnMich	NC_042034	1034130	
Mycobacterium phage Cooper	NC_008195	373406	
Mycobacterium phage Fortunato	NC_055714	1882439	
Mycobacterium phage Heath	NC_055860	2762421	
Mycobacterium phage Nigel	NC_011044	543152	
Mycobacterium phage Stinger	NC_023741	1089137	
Mycobacterium phage Vincenzo	NC_028934	1647301	
Mycobacterium phage Zemanar	NC_042035	1034151	
Mycobacterium phage Imvubu	NC_051586	2686233	
Mycobacterium phage Julie1	NC_023600	1463812	
Mycobacterium phage LilMcDreamy	NC_051582	2652422	
Mycobacterium phage Badfish	NC_028682	1458710	
Mycobacterium phage JacAttac	NC_023740	1089136	
Mycobacterium phage Kikipoo	NC_028907	1089127	
Mycobacterium phage OSmaximus	NC_028803	1035482	
Mycobacterium phage Orion	NC_008197	373409	
Mycobacterium phage PG1	NC_005259	213236	
Mycobacterium phage Apizium	NC_028691	1673886	
Mycobacterium phage KingTut	NC_055750	2250422	
Mycobacterium phage Manad	NC_024363	1486403	
Mycobacterium phage Oline	NC_023711	1052671	
Mycobacterium phage Phipps	NC_028942	1034143	
Mycobacterium phage Soto	NC_025438	1458725	
Mycobacterium phage Swish	NC_028658	1458715	
Mycobacterium phage UncleHowie	NC_027985	663560	
Mycobacterium phage Vista	NC_023727	1089108	
Mycobacterium phage Colbert	NC_028689	663553	
Mycobacterium phage Eremos	NC_028690	1527494	
Mycobacterium phage Newman	NC_021310	1327766	
Mycobacterium phage Pops	NC_028681	1675554	
Mycobacterium phage ShiVal	NC_028674	1296647	
Mycobacterium phage Suffolk	NC_023563	1414748	
Mycobacterium phage Athena	NC_041965	1089113	
Mycobacterium phage Bernardo	NC_022983	1429903	
Mycobacterium phage Gadjet	NC_023686	1089122	
Mycobacterium phage Obutu	NC_055812	2593350	
Mycobacterium phage Pipefish	NC_008199	373413	
Mycobacterium phage CRB2	NC_051585	2483623	
Mycobacterium phage Quesadilla	NC_051584	2664226	
Mycobacterium phage TA17A	NC_043767	2928684	
Mycobacterium phage Godines	NC_042050	1675551	
Mycobacterium phage Qyrzula	NC_008204	373414	
Mycobacterium phage Laurie	NC_053503	1874015	
Mycobacterium phage Rosebush	NC_004684	205874	
Mycobacterium phage Saguaro	NC_051583	2315616	
Mycobacterium phage Thonko	NC_051580	2282910	
Stenotrophomonas phage vB_SmaS_BUCT548	NC_071019	2712941	
Stenotrophomonas phage BUCT626	NC_071020	2860376	
Stenotrophomonas phage BUCT627	NC_071021	2860377	
Stenotrophomonas phage Salva	NC_071017	2801524	
Stenotrophomonas phage Siara	NC_071018	2859658	
Streptomyces phage FlowerPower	NC_048706	2182408	
Streptomyces phage Immanuel3	NC_048686	2053813	
Streptomyces phage JXY1	NC_048854	2708562	
Streptomyces phage Manuel	NC_048685	2053812	
Streptomyces phage WRightOn	NC_048684	2053723	
Staphylococcus phage phiBU01	NC_026016	1519999	
Staphylococcus phage IME1361_01	NC_048657	1965490	
Staphylococcus phage phiNM3	NC_008617	387909	
Staphylococcus phage P1105	NC_048636	1840236	
Staphylococcus phage phiSa119	NC_025460	1498220	
Staphylococcus phage P282	NC_048634	1735645	
Staphylococcus phage P630	NC_048635	1735646	
Staphylococcus phage P954	NC_013195	668618	
Staphylococcus phage SA1014ruMSSAST7	NC_048710	2268607	
Staphylococcus phage SA345ruMSSAST8	NC_048713	2268621	
Staphylococcus phage StauST398-4	NC_023499	1308896	
Staphylococcus phage 23MRA	NC_028775	1505027	
Staphylococcus phage 77	NC_005356	2992641	
Staphylococcus phage phi5967PVL	NC_019921	874267	
Staphylococcus phage phi7247PVL	NC_048624	874268	
Staphylococcus phage phiSa2wa_st22	NC_048681	2060949	
Staphylococcus phage phiPVL-CN125	NC_012784	648017	
Staphylococcus phage JS01	NC_021773	1273712	
Staphylococcus prophage phiPV83	NC_002486	129009	
Staphylococcus phage phiPVL108	NC_008689	360398	
Staphylococcus phage PVL	NC_002321	71366	
Staphylococcus phage SA780ruMSSAST101	NC_048711	2268609	
Staphylococcus phage SA7	NC_048658	1969736	
Staphylococcus phage phi 13	NC_004617	2992645	
Staphylococcus phage 3 AJ-2017	NC_048644	1934428	
Staphylococcus phage tp310-1	NC_009761	445515	
Mycobacterium phage ArcherS7	NC_021348	1327938	
Mycobacterium phage Breeniome	NC_029044	1340712	
Mycobacterium phage Bxz1	NC_004687	205877	
Mycobacterium phage Cali	NC_011271	546803	
Mycobacterium phage Catera	NC_008207	373404	
Mycobacterium phage ET08	NC_013650	663554	
Mycobacterium phage Gizmo	NC_021346	1327936	
Mycobacterium phage LinStu	NC_023714	1074307	
Mycobacterium phage MoMoMixon	NC_023733	1088865	
Mycobacterium phage Pleione	NC_023737	1079895	
Mycobacterium phage Rizal	NC_011272	546806	
Mycobacterium phage ScottMcG	NC_011269	546807	
Mycobacterium phage Spud	NC_011270	546808	
Mycobacterium phage I3	NC_067270	2994057	
Mycobacterium phage Alice	NC_028986	1034128	
Mycobacterium phage Astraea	NC_021349	1327762	
Mycobacterium phage Bigswole	NC_054715	2041521	
Mycobacterium phage Cane17	NC_054716	2301548	
Mycobacterium phage CharlieB	NC_054717	2301609	
Mycobacterium phage Dandelion	NC_023696	1074305	
Mycobacterium phage HyRo	NC_028869	1698710	
Mycobacterium phage Lukilu	NC_041901	1913044	
Mycobacterium phage Mangeria	NC_054718	2686471	
Mycobacterium phage Nappy	NC_023725	1088866	
Mycobacterium phage NoodleTree	NC_054719	2502470	
Mycobacterium phage QBert	NC_054720	2502469	
Mycobacterium phage Quasimodo	NC_054721	2762409	
Mycobacterium phage Sauce	NC_054722	2419614	
Mycobacterium phage Sebata	NC_041993	1052672	
Mycobacterium phage Tonenili	NC_031080	1891703	
Mycobacterium phage Myrna	NC_011273	546805	
Mycobacterium phage Phabba	NC_054714	2027899	
Mycobacterium phage HC	NC_055707	2077135	
Mycobacterium phage Babsiella	NC_023697	2902842	
Mycobacterium phage Brujita	NC_011291	2902904	
Mycobacterium phage Xula	NC_055815	2599884	
Arthrobacter phage Elesar	NC_073593	2510522	
Arthrobacter phage Cole	NC_073590	2944951	
Arthrobacter phage Nandita	NC_073588	2419963	
Arthrobacter phage Popper	NC_073592	2859633	
Arthrobacter phage Ryan	NC_073589	2419968	
Arthrobacter phage Zaheer	NC_073591	2836041	
Mycobacterium phage Hawkeye	NC_024209	1458711	
Mycobacterium phage PBI1	NC_008198	373410	
Mycobacterium phage Gumball	NC_011290	561998	
Mycobacterium phage PLot	NC_008200	373411	
Mycobacterium phage Troll4	NC_011285	561999	
Gordonia phage Chikenjars	NC_048810	2601686	
Gordonia phage Crocheter	NC_048825	2656532	
Gordonia phage Duffington	NC_048750	2507858	
Gordonia phage Kenosha	NC_048793	2588490	
Gordonia phage OhMyWard	NC_048816	2652414	
Gordonia phage Rickmore	NC_048749	2507854	
Gordonia phage Untouchable	NC_048823	2656542	
Gordonia phage Secretariat	NC_048876	2725616	
Gordonia phage Avazak	NC_048822	2656529	
Gordonia phage Tanis	NC_048817	2652415	
Gordonia phage Neville	NC_060131	2301693	
Gordonia phage Rabbitrun	NC_060133	2762280	
Gordonia phage Trax	NC_060132	2591121	
Gordonia phage Kudefre	NC_060136	2885975	
Gordonia phage Octobien14	NC_060134	2483673	
Gordonia Phage Sephiroth	NC_060135	2767553	
Gordonia phage Syleon	NC_060137	2653718	
Gordonia phage Gibbin	NC_048812	2599843	
Gordonia phage Lambo	NC_048814	2599845	
Gordonia phage Ranch	NC_048813	2599848	
Gordonia phage Sadboi	NC_048815	2599849	
Gordonia phage Yikes	NC_048826	2656545	
Microbacterium phage Akoni	NC_048761	2565510	
Microbacterium phage Phedro	NC_048877	2725606	
Microbacterium phage Alex44	NC_048778	2590877	
Microbacterium phage TinyTimothy	NC_048777	2583039	
Arthrobacter phage Corgi	NC_073596	2419952	
Arthrobacter phage Idaho	NC_073597	2565509	
Arthrobacter phage Noely	NC_073595	2419964	
Streptococcus phage phiARI0004	NC_031920	1701811	
Streptococcus phage phiARI0031	NC_031910	1701812	
Streptococcus phage phiARI0462	NC_031942	1701826	
Streptococcus phage phiARI0468-1	NC_031929	1701827	
Streptococcus phage DCC1738	NC_024361	1448273	
Streptococcus phage IC1	NC_024370	1448276	
Streptococcus phage K13	NC_024357	1448274	
Streptococcus phage phiARI0746	NC_031907	1701837	
Streptococcus phage phiARI0131-1	NC_031901	1701813	
Streptococcus phage phiARI0460-1	NC_031913	1701824	
Streptococcus phage phiARI0468-2	NC_031923	1701828	
Mycobacterium phage Antsirabe	NC_054444	2575610	
Mycobacterium phage Avocado	NC_054443	2024302	
Mycobacterium phage Cambiare	NC_028922	1647305	
Mycobacterium phage FlagStaff	NC_028861	1647304	
Mycobacterium phage Jolie2	NC_023604	1458831	
Mycobacterium phage Lemuria	NC_054446	2599868	
Mycobacterium phage Mercurio	NC_054445	2575612	
Mycobacterium phage Grizzly	NC_054442	2315539	
Mycobacterium phage Angel	NC_012788	649688	
Mycobacterium phage Halo	NC_008202	2911433	
Mycobacterium phage Liefie	NC_023705	2922994	
Mycobacterium phage Paito	NC_054439	2315544	
Mycobacterium phage Rabbs	NC_054441	2530143	
Mycobacterium phage Taheera	NC_054440	1897549	
Mycobacterium phage MOOREtheMARYer	NC_028791	1647309	
Mycobacterium phage Pinnie	NC_054447	2517965	
Paenibacillus phage Dragolir	NC_054984	2070190	
Paenibacillus phage Harrison	NC_028746	1636257	
Paenibacillus phage Vegas	NC_028767	1636261	
Paenibacillus phage Wanderer	NC_054985	2249779	
Mycobacterium phage Che9d	NC_004686	2907834	
Mycobacterium phage Avani	NC_023698	2902841	
Mycobacterium phage Demsculpinboyz	NC_051722	2041528	
Mycobacterium phage Soul22	NC_051723	2743996	
Mycobacterium phage Yoshi	NC_042030	2920891	
Mycobacterium phage Zapner	NC_051724	1486474	
Mycobacterium phage DRBy19	NC_051650	2725612	
Mycobacterium phage PMC	NC_008205	2911439	
Mycobacterium phage SG4	NC_023699	2923001	
Mycobacterium phage ArcusAngelus	NC_051633	2315613	
Mycobacterium phage Ardmore	NC_013936	2902838	
Mycobacterium phage Batiatus	NC_051634	2126812	
Mycobacterium phage Blexus	NC_051635	2656561	
Mycobacterium phage BobaPhett	NC_051636	2182393	
Mycobacterium phage BodEinwohner17	NC_051637	2708630	
Mycobacterium phage Boomer	NC_011054	2902893	
Mycobacterium phage Bubbles123	NC_051638	1932895	
Mycobacterium phage Burwell21	NC_051639	2301702	
Mycobacterium phage BuzzLyseyear	NC_026593	1536598	
Mycobacterium phage Byougenkin	NC_051641	2182394	
Mycobacterium phage CaptainTrips	NC_028842	1556289	
Mycobacterium phage Che8	NC_004680	2907829	
Mycobacterium phage Chuckly	NC_051642	2656569	
Mycobacterium phage Dante	NC_028946	1698357	
Mycobacterium phage DeadP	NC_023728	2922999	
Mycobacterium phage DillTech15	NC_051647	2163591	
Mycobacterium phage DLane	NC_042317	2922203	
Mycobacterium phage Donkeykong	NC_051648	2656572	
Mycobacterium phage Dorothy	NC_041855	2927992	
Mycobacterium phage DotProduct	NC_042336	2923008	
Mycobacterium phage Doug	NC_051649	2592659	
Mycobacterium phage Drago	NC_023721	2922995	
Mycobacterium phage Eish	NC_051651	2656575	
Mycobacterium phage EleanorGeorge	NC_051652	2301563	
Mycobacterium phage Emma	NC_051653	2027893	
Mycobacterium phage Empress	NC_051654	1913118	
Mycobacterium phage Estave1	NC_026585	1536603	
Mycobacterium phage Fancypants	NC_051656	2530128	
Mycobacterium phage Filuzino	NC_051657	2484209	
Mycobacterium phage Firehouse51	NC_051658	2776877	
Mycobacterium phage Florinda	NC_028889	1675549	
Mycobacterium phage Fruitloop	NC_011288	2914018	
Mycobacterium phage Galactic	NC_051661	2301612	
Mycobacterium phage Gandalph	NC_051662	2767557	
Mycobacterium phage Geralt	NC_055730	2027894	
Mycobacterium phage Girr	NC_051663	2301565	
Mycobacterium phage Gorge	NC_051664	2283295	
Mycobacterium phage GUmbie	NC_023746	2922991	
Mycobacterium phage Hades	NC_026595	1527511	
Mycobacterium phage Hamulus	NC_022056	1340824	
Mycobacterium phage Harley	NC_051665	2282909	
Mycobacterium phage Hlubikazi	NC_051668	2767559	
Mycobacterium phage Ibhubesi	NC_042319	2922205	
Mycobacterium phage Inventum	NC_026596	1527580	
Mycobacterium phage JoeyJr	NC_051669	2301566	
Mycobacterium phage Kersh	NC_051672	1897501	
Mycobacterium phage Kimberlium	NC_028792	1662284	
Mycobacterium phage Krakatau	NC_051675	2283296	
Mycobacterium phage KristaRAM	NC_051676	2301700	
Mycobacterium phage LilMoolah	NC_055825	2656590	
Mycobacterium phage Lizziana	NC_051678	2419980	
Mycobacterium phage Llij	NC_008196	2681623	
Mycobacterium phage Mahavrat	NC_051679	2591129	
Mycobacterium phage Mantra	NC_051680	2283297	
Mycobacterium phage Mattes	NC_051681	2182398	
Mycobacterium phage Melissauren88	NC_051682	2163593	
Mycobacterium phage MilleniumForce	NC_051683	2315711	
Mycobacterium phage MinionDave	NC_051684	2653763	
Mycobacterium phage Minnie	NC_051685	2653764	
Mycobacterium phage Moonbeam	NC_051687	2767561	
Mycobacterium phage Mozy	NC_042323	2922213	
Mycobacterium phage Mutaforma13	NC_041847	2922219	
Mycobacterium phage Nitzel	NC_051690	2652404	
Mycobacterium phage Nivrat	NC_051691	2301710	
Mycobacterium phage Ochi17	NC_055787	2502425	
Mycobacterium phage OldBen	NC_051693	2079284	
Mycobacterium phage OlympiaSaint	NC_051694	2250364	
Mycobacterium phage Ovechkin	NC_028937	1673889	
Mycobacterium phage OwlsT2W	NC_051695	2126954	
Mycobacterium phage Pacc40	NC_011287	2914019	
Mycobacterium phage Phasih	NC_051696	2041544	
Mycobacterium phage Phatniss	NC_028844	1698356	
Mycobacterium phage Plumbus	NC_055909	2790994	
Mycobacterium phage Poenanya	NC_051699	2500793	
Mycobacterium phage Polka14	NC_051700	2584498	
Mycobacterium phage PopTart	NC_028961	1698712	
Mycobacterium phage Priscilla	NC_051702	2081627	
Mycobacterium phage QuickMath	NC_051703	2301570	
Mycobacterium phage Ramsey	NC_011289	2914020	
Mycobacterium phage RitaG	NC_051704	2027900	
Mycobacterium phage RockyHorror	NC_042315	2920892	
Mycobacterium phage Royals2015	NC_051705	2768139	
Mycobacterium phage Saal	NC_023580	1445728	
Mycobacterium phage Sandalphon	NC_051706	2250367	
Mycobacterium phage Shauna1	NC_041989	1036615	
Mycobacterium phage ShiLan	NC_041988	1036616	
Mycobacterium phage SiSi	NC_021301	1327777	
Mycobacterium phage Sparkdehlily	NC_028654	1739966	
Mycobacterium phage Spartacus	NC_041986	1147141	
Mycobacterium phage Spikelee	NC_051710	2301571	
Mycobacterium phage Spoonbill	NC_051711	2023953	
Mycobacterium phage SuperGrey	NC_051713	1913038	
Mycobacterium phage SwagPigglett	NC_051714	2517970	
Mycobacterium phage Taj	NC_025433	1204515	
Mycobacterium phage Tweety	NC_009820	439809	
Mycobacterium phage Veteran	NC_051716	2719209	
Mycobacterium phage Wachhund	NC_051717	2027903	
Mycobacterium phage Wee	NC_014901	938131	
Mycobacterium phage Whouxphf	NC_051718	2484216	
Mycobacterium phage WillSterrel	NC_051719	1897769	
Mycobacterium phage XFactor	NC_028910	1698715	
Mycobacterium phage Zerg	NC_051720	2488980	
Mycobacterium phage Cornie	NC_048850	2704043	
Mycobacterium phage MooMoo	NC_051721	2108127	
Mycobacterium phage Squirty	NC_026588	1527512	
Mycobacterium phage Renaud18	NC_048729	2301701	
Mycobacterium phage TChen	NC_048705	2163598	
Mycobacterium phage ThetaBob	NC_048788	2588513	
Pseudomonas phage B3	NC_006548	151599	
Pseudomonas phage vB_Pae_CF78a	NC_074750	2563592	
Pseudomonas phage JBD67	NC_042135	1225793	
Pseudomonas phage JD18	NC_027986	1225791	
Pseudomonas phage vB_PaeS_PM105	NC_028667	1743016	
Pseudomonas phage vB_Pae-SS2019XII	NC_074749	2660689	
Pseudomonas phage Ps60	NC_074748	2301640	
Pseudomonas phage Fc02	NC_074744	2301634	
Pseudomonas phage Fc22	NC_074742	2301635	
Pseudomonas phage H71	NC_074746	2301636	
Pseudomonas phage H72	NC_074745	2301637	
Pseudomonas phage JBD25	NC_027992	1225792	
Pseudomonas phage Ps59	NC_074743	2301639	
Pseudomonas phage UMP151	NC_074747	2580353	
Bacillus phage Wes44	NC_048725	2283012	
Bacillus phage Carmen17	NC_048698	2072797	
Bacillus phage PBC1	NC_017976	1161901	
Bacillus phage vB_BcoS-136	NC_071049	2419619	
Bacillus phage vB_BsuS_PJN02	NC_071050	2920374	
Bacillus phage FADO	NC_073050	2917160	
Escherichia phage HK97	NC_002167	2681617	
Escherichia phage mEpX1	NC_019709	1147153	
Escherichia phage HK446	NC_019714	1147145	
Escherichia phage HK544	NC_019767	432201	
Enterobacteria phage mEp235	NC_019708	1147150	
Escherichia phage HK633	NC_019719	1147147	
Escherichia phage HK75	NC_016160	906668	
Escherichia phage HK022	NC_002166	2681618	
Escherichia phage mEpX2	NC_019705	1147154	
Escherichia phage HK106	NC_019768	432198	
Escherichia phage mEp234	NC_019715	1147157	
Escherichia phage ECP1	NC_049926	2015807	
Escherichia phage HK542	NC_019769	432200	
Enterobacteria phage HK140	NC_019710	1147143	
Enterobacter phage Arya	NC_031048	1864622	
Escherichia phage vB_EcoM_ECO1230-10	NC_027995	669875	
Escherichia phage vB_EcoM_ECOO78	NC_041926	1970797	
Escherichia phage vB_EcoM-ep3	NC_025430	1541883	
Klebsiella phage vB_KpnM_IME346	NC_071137	2562174	
Klebsiella phage vB_KleM_KB2	NC_071139	2759197	
Klebsiella phage 1611E-K2-1	NC_071138	2047786	
Klebsiella phage BUCT_49532	NC_071129	2849971	
Klebsiella phage Geezett	NC_071132	2861002	
Klebsiella phage JD001	NC_020204	1236000	
Klebsiella phage VLCpiM12a	NC_071131	2874879	
Klebsiella phage vB_KpnM_15-38_KLPPOU148	NC_071128	2686208	
Pectobacterium phage PEAT2	NC_044940	2053078	
Klebsiella phage BUCT_47333	NC_071130	2849972	
Klebsiella phage vB_KpnM_FZ14	NC_071133	2530028	
Klebsiella phage vB_KpnM_KpV52	NC_041900	1912321	
Klebsiella phage vB_KpnM_KpV79	NC_042041	2041212	
Klebsiella phage MEW1	NC_071135	2776813	
Klebsiella phage vB_KpnM_JustaPhage	NC_071134	2894801	
Klebsiella phage pKp383	NC_071136	2961985	
Klebsiella phage SBP	NC_071141	2973661	
Escherichia phage ZCEC13	NC_071140	2935866	
Bacillus phage vB_BanS_Nate	NC_071044	2894788	
Bacillus phage pW2	NC_071043	2500559	
Bacillus phage vB_BanS_Sophrita	NC_071042	2894790	
Bacillus phage vB_BanS_Chewbecca	NC_071048	2894786	
Bacillus phage Izhevsk	NC_071045	2724322	
Bacillus phage vB_BanS_MrDarsey	NC_071047	2894787	
Bacillus phage vB_BanS_Skywalker	NC_071046	2894789	
Bacillus phage vB_BanS-Tsamsa	NC_023007	1308863	
Sphingomonas phage Eidolon	NC_073023	2686311	
Sphingomonas phage Kharn	NC_073024	2686312	
Sphingomonas phage Lucius	NC_073025	2686313	
Burkholderia phage vB_BceS_KL1	NC_018278	1132026	
Pseudomonas phage KP1	NC_069740	2562463	
Pseudomonas phage vB_PaeS_SCH_Ab26	NC_024381	1476390	
Pseudomonas phage 73	NC_007806	347325	
Pseudomonas phage vB_PaeS_C1	NC_069749	2099649	
Stenotrophomonas phage vB_SmaS-DLP_1	NC_069751	1642588	
Stenotrophomonas phage vB_SmaS-DLP_2	NC_029019	1642663	
Xanthomonas phage vB_Xar_IVIA-DoCa1	NC_069745	2970490	
Pseudomonas phage BUCT-PX-5	NC_069750	2982892	
Pseudomonas phage vB_PaeS_SCUT-S3	NC_072809	2382122	
Pseudomonas phage UF_RH1	NC_072810	3020045	
Pseudomonas phage Epa40	NC_069747	2719198	
Pseudomonas phage Guyu	NC_069743	2872676	
Pseudomonas phage vB_Pae-Kakheti25	NC_017864	1141526	
Pseudomonas phage Kaya	NC_069741	2872675	
Pseudomonas phage Kopi	NC_069746	2880993	
Xanthomonas phage Samson	NC_069744	2596676	
Pseudomonas phage TehO	NC_069748	2880994	
Pseudomonas phage vB_PaeS-Yazdi-M	NC_069742	2746928	
Xanthomonas phage KPhi1	NC_054460	1927017	
Xanthomonas virus phiXaf18	NC_054461	2653651	
Xanthomonas phage OP2	NC_007710	331627	
Xanthomonas phage XPP1	NC_054458	2099853	
Xanthomonas phage XPV1	NC_054459	2099860	
Microbacterium phage Kozie	NC_073362	2885981	
Microbacterium phage Cinna	NC_073365	2591215	
Microbacterium phage Cressida	NC_073363	2591216	
Microbacterium phage Matzah	NC_073364	2686228	
Microbacterium phage MementoMori	NC_047987	2201436	
Gordonia phage Asapag	NC_048146	2507862	
Gordonia phage BENtherdunthat	NC_047891	2047830	
Gordonia phage Getalong	NC_048083	2315531	
Gordonia phage Kenna	NC_048141	2499025	
Gordonia phage Horus	NC_048039	2301696	
Gordonia phage Phistory	NC_048040	2301694	
Leuconostoc phage LDG	NC_054986	1897539	
Leuconostoc phage LN03	NC_024390	1262515	
Leuconostoc phage LN04	NC_020870	1262516	
Leuconostoc phage phiLN12	NC_024385	1262517	
Leuconostoc phage Lmd1	NC_018273	1161930	
Leuconostoc phage phiLN6B	NC_024380	1262520	
Leuconostoc phage P793	NC_020880	1262522	
Leuconostoc phage P965	NC_054987	2662299	
Leuconostoc phage phiLNTR3	NC_024378	1262521	
Leuconostoc phage Ln-8	NC_027377	1536604	
Leuconostoc phage LN25	NC_024386	1262518	
Leuconostoc phage LN34	NC_024388	1262519	
